Location,Bedrooms,Bathrooms,Amenities,Price
"Dubai Style Apartments, Kileleshwa",3,3,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gym', 'Lift/Elevator', 'Parking', 'Service Charge Included', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']"," 185,000
 / mont"
"Runda, Westlands",5,6,"['Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Parking', 'Service Charge Included', 'Staff Quarters', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']"," 577,000
 / mont"
"lavington green, Kileleshwa",4,5,"['Aircon', 'Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Parking', 'Service Charge Included', 'Staff Quarters', 'Walk In Closet']"," 200,000
 / mont"
"Riverside, Westlands",4,4,"['Alarm', 'Backup Generator', 'Balcony', 'CCTV', 'En Suite', 'Fibre Internet', 'Gym', 'Lift/Elevator', 'Parking', 'Swimming Pool']"," 300,000
 / mont"
Ngong Road,5,4,"['BBQ', 'Balcony', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Parking', 'Service Charge Included', 'Staff Quarters', 'Walk In Closet', 'Wheelchair Access']"," 140,000
 / mont"
"Kinanda rd, Kitisuru, Westlands Area, Westlands",2,2,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Furnished', 'Garden', 'Gym', 'Lift/Elevator', 'Parking', 'Service Charge Included', 'Walk In Closet', 'Wheelchair Access']"," 260,000
 / mont"
"Limuru Road, Parklands, Westlands",,,"['Backup Generator', 'CCTV', 'Garden', 'Lift/Elevator']"," 362,500
 / mont"
"Westlands Area, Westlands",4,4,"['Balcony', 'En Suite', 'Garden', 'Gym', 'Parking', 'Swimming Pool']"," 461,957
 / mont"
"Kileleshwa Area, Kileleshwa",3,4,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Lift/Elevator', 'Parking', 'Service Charge Included', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']"," 220,000
 / mont"
"Bogani Road, 4, Karen",5,5,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gym', 'Parking', 'Staff Quarters', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']"," 300,000
 / mont"
Kileleshwa,4,4,"['Aircon', 'Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Parking', 'Service Charge Included', 'Staff Quarters', 'Walk In Closet']"," 300,000
 / mont"
"Riverside, Westlands",3,4,[]," 200,000
 / mont"
"General Mathenge, Westlands",4,4,"['Backup Generator', 'Balcony', 'CCTV', 'Electric Fence', 'En Suite', 'Gym', 'Lift/Elevator', 'Parking', 'Swimming Pool']"," 170,000
 / mont"
"Lower kabete road, Lower Kabete, Westlands",5,5,"['Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'En Suite', 'Fibre Internet', 'Garden', 'Parking', 'Service Charge Included', 'Staff Quarters', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']"," 600,000
 / mont"
"Rosslyn, Westlands",5,6,"['Aircon', 'Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Parking', 'Service Charge Included', 'Staff Quarters', 'Walk In Closet']"," 650,000
 / mont"
Kilimani,,,['Parking']," 1,475,625
 / mont"
Ruaraka,,,['Parking']," 480,000
 / mont"
"General mathenge, Westlands Area, Westlands",3,3,"['Aircon', 'Alarm', 'Balcony', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gym', 'Lift/Elevator', 'Parking', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']"," 170,000
 / mont"
"Riara road, Kilimani",3,4,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Furnished', 'Garden', 'Gym', 'Lift/Elevator', 'Parking', 'Service Charge Included', 'Serviced', 'Swimming Pool', 'Walk In Closet']"," 180,000
 / mont"
"Kitisuru, Westlands",5,6,"['Backup Generator', 'Balcony', 'CCTV', 'Electric Fence', 'En Suite', 'Garden', 'Parking', 'Service Charge Included', 'Staff Quarters', 'Walk In Closet']"," 550,000
 / mont"
"kileleshwa, Kilimani",3,3,"['Backup Generator', 'Balcony', 'CCTV', 'Electric Fence', 'En Suite', 'Lift/Elevator', 'Parking', 'Service Charge Included', 'Swimming Pool', 'Walk In Closet']"," 120,000
 / mont"
Madaraka,3,2,"['Lift/Elevator', 'Swimming Pool']"," 65,000
 / mont"
"Thigiri, Westlands",3,2,"['Alarm', 'BBQ', 'Backup Generator', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Parking', 'Service Charge Included', 'Staff Quarters', 'Walk In Closet', 'Wheelchair Access']"," 220,000
 / mont"
Kilimani,,,[]," 342,000
 / mont"
Lavington,5,,"['Backup Generator', 'CCTV', 'En Suite']"," 280,000
 / mont"
Karen,7,7,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gym', 'Parking', 'Staff Quarters', 'Swimming Pool', 'Walk In Closet']"," 440,000
 / mont"
Kileleshwa,2,2,"['Alarm', 'Backup Generator', 'Balcony', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Furnished', 'Gym', 'Lift/Elevator', 'Parking', 'Service Charge Included', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']"," 250,000
 / mont"
"Harambee Avenue, Nairobi CBD",,,[]," 55,000
 / mont"
Kiambu Road,4,5,"['Backup Generator', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Parking', 'Staff Quarters', 'Walk In Closet']"," 260,000
 / mont"
"KES 7000- PER DAY, Kilimani",2,2,"['Alarm', 'Backup Generator', 'Balcony', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Furnished', 'Gym', 'Lift/Elevator', 'Parking', 'Service Charge Included', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']",Price not communicated
"Karen, O",5,5,"['Alarm', 'Backup Generator', 'Balcony', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Parking', 'Serviced', 'Walk In Closet']"," 350,000
 / mont"
"Karen area, Karen",4,4,"['Balcony', 'En Suite', 'Garden', 'Service Charge Included']"," 350,000
 / mont"
Lavington,3,4,"['Backup Generator', 'Balcony', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Gym', 'Lift/Elevator', 'Parking', 'Service Charge Included', 'Swimming Pool', 'Wheelchair Access']"," 120,000
 / mont"
"Runda, Westlands",5,5,"['Balcony', 'Borehole', 'En Suite', 'Garden', 'Parking', 'Service Charge Included', 'Serviced', 'Staff Quarters', 'Walk In Closet']"," 882,750
 / mont"
"Kitisuru, O, Westlands",3,3,"['Balcony', 'En Suite', 'Furnished', 'Garden', 'Parking', 'Service Charge Included', 'Staff Quarters', 'Walk In Closet']"," 500,000
 / mont"
"Riverside Drive, 1115p/1127k, Riverside, Westlands",3,3,"['Aircon', 'Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Parking', 'Service Charge Included', 'Walk In Closet', 'Wheelchair Access']"," 100,000
 / mont"
Lavington,5,,"['Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Garden', 'Gym', 'Parking', 'Service Charge Included', 'Swimming Pool', 'Walk In Closet']"," 350,000
 / mont"
"Fourways, Kiambu Road",4,4,[]," 160,000
 / mont"
Mombasa Road,,,['Parking']," 349,000
 / mont"
"karen, Karen",2,2,"['Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Furnished', 'Garden', 'Parking', 'Service Charge Included', 'Walk In Closet']"," 180,000
 / mont"
Lavington,4,,[]," 400,000
 / mont"
Mombasa Road,4,5,"['Alarm', 'BBQ', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Parking', 'Service Charge Included', 'Staff Quarters', 'Walk In Closet', 'Wheelchair Access']"," 75,000
 / mont"
Lavington,4,4,"['Aircon', 'Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Parking', 'Service Charge Included', 'Staff Quarters', 'Walk In Closet']"," 200,000
 / mont"
"Kitisuru, Westlands",4,4,"['Alarm', 'Balcony', 'Borehole', 'Electric Fence', 'En Suite', 'Garden', 'Parking', 'Service Charge Included', 'Staff Quarters', 'Walk In Closet', 'Wheelchair Access']"," 3,000
 / mont"
"Exit 7 Thika Road, Thika Road",,,"['CCTV', 'Lift/Elevator', 'Wheelchair Access']"," 150,000
 / mont"
"Karen, O",3,3,"['Garden', 'Parking', 'Service Charge Included', 'Serviced', 'Walk In Closet']"," 150,000
 / mont"
Kilimani,3,2,"['Alarm', 'Backup Generator', 'Balcony', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gym', 'Lift/Elevator', 'Parking']"," 130,000
 / mont"
"Westlands Area, Westlands",,,[]," 200,000
 / mont"
"Valley Arcade, Kilimani",2,2,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Furnished', 'Garden', 'Gym', 'Lift/Elevator', 'Parking', 'Service Charge Included', 'Serviced']"," 140,000
 / mont"
"Rhapta Road, Westlands",3,4,"['BBQ', 'Backup Generator', 'Balcony', 'CCTV', 'Electric Fence', 'En Suite', 'Gym', 'Lift/Elevator', 'Parking', 'Service Charge Included', 'Walk In Closet', 'Wheelchair Access']"," 110,000
 / mont"
"Nyari, Westlands",5,5,"['En Suite', 'Garden', 'Walk In Closet']"," 746,500
 / mont"
"St Michael Road, Westlands Area, Westlands",,,"['Garden', 'Parking']"," 120,000
 / mont"
Kilimani,4,4,[]," 240,000
 / mont"
"kileleshwa, Kileleshwa",3,2,"['Balcony', 'CCTV', 'Electric Fence', 'En Suite', 'Parking', 'Service Charge Included', 'Swimming Pool', 'Walk In Closet']"," 90,000
 / mont"
Karen,3,3,"['Alarm', 'BBQ', 'Balcony', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Parking', 'Service Charge Included', 'Staff Quarters', 'Walk In Closet', 'Wheelchair Access']"," 350,000
 / mont"
"Yaya Center, Kilimani",,,"['Alarm', 'Backup Generator', 'Balcony', 'Electric Fence', 'Fibre Internet', 'Garden', 'Parking', 'Service Charge Included']"," 100,000
 / mont"
Muthaiga,,,[]," 15,000
 / mont"
Kileleshwa,3,3,"['Balcony', 'En Suite', 'Garden', 'Parking']"," 150,000
 / mont"
"Mimosa drive, 100, Runda, Westlands",4,4,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Parking', 'Service Charge Included', 'Staff Quarters', 'Walk In Closet', 'Wheelchair Access']"," 350,000
 / mont"
"kilimani, Kilimani",2,2,"['Backup Generator', 'Balcony', 'CCTV', 'Electric Fence', 'En Suite', 'Gym', 'Lift/Elevator', 'Parking', 'Service Charge Included', 'Swimming Pool', 'Walk In Closet']"," 100,000
 / mont"
Kilimani,3,3,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Parking', 'Swimming Pool', 'Walk In Closet']"," 80,000
 / mont"
"Bongani road, Karen",5,5,"['BBQ', 'Balcony', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Parking', 'Service Charge Included', 'Serviced', 'Staff Quarters', 'Walk In Closet']"," 380,000
 / mont"
Upper Hill,,,[]," 291,360
 / mont"
"Runda, Westlands",5,4,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Parking', 'Service Charge Included', 'Staff Quarters', 'Walk In Closet', 'Wheelchair Access']"," 400,000
 / mont"
"Gigiri, Westlands",,,['Service Charge Included']," 1,600,000
 / mont"
"Lantana road, Westlands Area, Westlands",,,"['Backup Generator', 'CCTV', 'Electric Fence', 'Fibre Internet', 'Lift/Elevator', 'Parking', 'Service Charge Included', 'Wheelchair Access']"," 179,075
 / mont"
Karen,5,5,"['Balcony', 'En Suite', 'Garden', 'Parking', 'Staff Quarters']"," 400,000
 / mont"
"Brookside grove, Brookside, Westlands",,,"['Backup Generator', 'Balcony', 'CCTV', 'Electric Fence', 'Fibre Internet', 'Parking', 'Service Charge Included']"," 120,000
 / mont"
"Runda, Westlands",5,6,"['BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Parking', 'Service Charge Included', 'Staff Quarters', 'Walk In Closet', 'Wheelchair Access']"," 400,000
 / mont"
Lavington,3,3,"['Alarm', 'Backup Generator', 'Balcony', 'CCTV', 'En Suite', 'Fibre Internet', 'Gym', 'Lift/Elevator', 'Parking', 'Swimming Pool']"," 280,000
 / mont"
"Kiambu road, 01, Kiambu Road",4,4,"['BBQ', 'Backup Generator', 'Balcony', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Parking', 'Service Charge Included', 'Staff Quarters', 'Walk In Closet']"," 170,000
 / mont"
Muthaiga,3,2,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Furnished', 'Garden', 'Gym', 'Parking', 'Service Charge Included', 'Serviced', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']"," 300,000
 / mont"
"Peponi Road, Spring Valley, Westlands",4,3,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Parking', 'Service Charge Included', 'Staff Quarters', 'Walk In Closet', 'Wheelchair Access']"," 200,000
 / mont"
"Westlands Area, Westlands",,,[]," 160
 / mont"
Karen,2,2,"['Alarm', 'BBQ', 'Balcony', 'Electric Fence', 'En Suite', 'Garden', 'Parking', 'Service Charge Included', 'Wheelchair Access']"," 70,000
 / mont"
"Karen plain, Karen",5,5,"['Aircon', 'Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gym', 'Parking', 'Service Charge Included', 'Serviced', 'Staff Quarters', 'Walk In Closet']"," 400,000
 / mont"
"Arqwing khodek, Kilimani",,,"['Garden', 'Parking']"," 250,000
 / mont"
"Gigiri, Westlands",3,3,"['Alarm', 'Backup Generator', 'Balcony', 'CCTV', 'En Suite', 'Fibre Internet', 'Gym', 'Lift/Elevator', 'Parking', 'Swimming Pool']"," 250,000
 / mont"
"Muthaiga, O",4,4,"['Balcony', 'En Suite', 'Garden', 'Parking', 'Service Charge Included', 'Walk In Closet']"," 451,710
 / mont"
"Peponi Road, Westlands Area, Westlands",3,3,"['Balcony', 'En Suite', 'Furnished', 'Garden', 'Parking', 'Service Charge Included', 'Serviced']"," 300,000
 / mont"
"Westland, Westlands Area, Westlands",4,4,"['Parking', 'Service Charge Included', 'Staff Quarters', 'Walk In Closet']"," 350,000
 / mont"
"kileleshwa, Kilimani",3,2,"['Backup Generator', 'Balcony', 'CCTV', 'Electric Fence', 'En Suite', 'Lift/Elevator', 'Parking', 'Service Charge Included', 'Walk In Closet']"," 120,000
 / mont"
"Mkungu close, Westlands Area, Westlands",2,2,"['Backup Generator', 'Balcony', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Furnished', 'Garden', 'Gym', 'Lift/Elevator', 'Parking', 'Service Charge Included', 'Swimming Pool']"," 320,000
 / mont"
"Bomas, Karen",5,5,"['Balcony', 'En Suite', 'Garden', 'Parking', 'Staff Quarters']"," 250,000
 / mont"
"wanyee rd, Naivasha Road",2,1,"['Aircon', 'Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Electric Fence', 'Fibre Internet', 'Gym', 'Parking', 'Service Charge Included', 'Walk In Closet']"," 38,000
 / mont"
Kilimani,4,4,"['Aircon', 'Alarm', 'Balcony', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Parking', 'Service Charge Included', 'Staff Quarters', 'Walk In Closet']"," 150,000
 / mont"
Industrial Area,,,[]," 50
 / mont"
Mombasa Road,,,"['Parking', 'Service Charge Included']"," 397,000
 / mont"
"SPRING VALLEY, 0119N 0131n, Spring Valley, Westlands",3,3,"['Aircon', 'Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Furnished', 'Garden', 'Parking', 'Service Charge Included', 'Walk In Closet', 'Wheelchair Access']"," 300,000
 / mont"
Mombasa Road,,,[]," 330,000
 / mont"
"Riverside, Westlands",2,,"['Balcony', 'Bus Stop', 'Garden', 'Gym', 'Lift/Elevator', 'Scenic View', 'Shopping Centre', 'Swimming Pool']"," 115,000
 / mont"
"Runda, Westlands",4,4,"['Alarm', 'BBQ', 'Backup Generator', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Parking', 'Staff Quarters', 'Walk In Closet', 'Wheelchair Access']"," 400,000
 / mont"
Kilimani,2,2,"['Aircon', 'Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gym', 'Lift/Elevator', 'Parking', 'Service Charge Included', 'Wheelchair Access']"," 70,000
 / mont"
"Runda, Westlands",5,5,"['Alarm', 'Backup Generator', 'Balcony', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Parking', 'Service Charge Included', 'Staff Quarters', 'Swimming Pool', 'Walk In Closet']"," 520,000
 / mont"
Kiambu Road,3,2,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Parking', 'Service Charge Included', 'Staff Quarters', 'Walk In Closet', 'Wheelchair Access']"," 120,000
 / mont"
Lavington,4,5,"['Aircon', 'Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Parking', 'Service Charge Included', 'Serviced', 'Staff Quarters', 'Walk In Closet']"," 200,000
 / mont"
Kileleshwa,3,3,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gym', 'Lift/Elevator', 'Parking', 'Service Charge Included']"," 85,000
 / mont"
"Riverside Park, Westlands Area, Westlands",3,3,"['BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'Furnished', 'Garden', 'Gym', 'Parking', 'Serviced', 'Swimming Pool']"," 350,000
 / mont"
Kiambu Road,4,4,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Parking', 'Service Charge Included', 'Staff Quarters', 'Walk In Closet', 'Wheelchair Access']"," 180,000
 / mont"
Lavington,4,5,"['Aircon', 'Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gym', 'Lift/Elevator', 'Parking', 'Service Charge Included', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']"," 300,000
 / mont"
Upper Hill,2,,"['Garden', 'Gym', 'Scenic View', 'Swimming Pool']"," 160,000
 / mont"
"Westlands Area, Westlands",5,5,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Parking', 'Service Charge Included', 'Staff Quarters', 'Walk In Closet', 'Wheelchair Access']"," 200,000
 / mont"
"Loresho, Westlands",1,2,[]," 80,000
 / mont"
"Riverside, Westlands",3,3,"['Alarm', 'Backup Generator', 'Balcony', 'CCTV', 'En Suite', 'Fibre Internet', 'Furnished', 'Gym', 'Lift/Elevator', 'Parking', 'Swimming Pool']"," 195,000
 / mont"
"Lenana Close, Kilimani",,,"['Garden', 'Parking']"," 250,000
 / mont"
"Gigiri, O, Westlands",4,4,"['Balcony', 'Garden', 'Parking', 'Service Charge Included', 'Staff Quarters', 'Walk In Closet']"," 400,000
 / mont"
Mombasa Road,,,"['Electric Fence', 'Parking', 'Service Charge Included']"," 900,000
 / mont"
"Near Yaya Center, Kilimani",1,1,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Furnished', 'Garden', 'Gym', 'Lift/Elevator', 'Parking', 'Service Charge Included', 'Serviced', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']"," 160,000
 / mont"
Karen,3,3,[]," 180,000
 / mont"
"Riverside, Westlands",2,2,"['Alarm', 'Backup Generator', 'Balcony', 'CCTV', 'En Suite', 'Fibre Internet', 'Gym', 'Lift/Elevator', 'Parking', 'Swimming Pool']"," 200,000
 / mont"
"Nyari, Westlands",5,,[]," 640,000
 / mont"
"Baba Dogo Road, Ruaraka",,,[]," 520,000
 / mont"
"Kitisuru, 01, Westlands",2,2,"['BBQ', 'Backup Generator', 'Balcony', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gym', 'Lift/Elevator', 'Parking', 'Service Charge Included', 'Swimming Pool', 'Walk In Closet']"," 75,000
 / mont"
Kilimani,,,[]," 250,000
 / mont"
Lavington,4,4,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Parking', 'Service Charge Included', 'Staff Quarters', 'Walk In Closet', 'Wheelchair Access']"," 200,000
 / mont"
Lavington,4,4,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Parking', 'Service Charge Included', 'Staff Quarters', 'Walk In Closet', 'Wheelchair Access']"," 700,000
 / mont"
"Runda, Westlands",2,,"['Balcony', 'En Suite', 'Garden', 'Staff Quarters', 'Swimming Pool']"," 257,000
 / mont"
Kilimani,1,1,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Furnished', 'Garden', 'Gym', 'Lift/Elevator', 'Parking', 'Service Charge Included', 'Serviced', 'Walk In Closet', 'Wheelchair Access']"," 130,000
 / mont"
"Kiambu, 01, Kiambu Road",4,4,"['BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Parking', 'Service Charge Included', 'Staff Quarters', 'Walk In Closet']"," 300,000
 / mont"
